Phase,Indicator,Group,State,Subgroup,Time Period,Time Period Label,Value,Low CI,High CI,Confidence Interval,Quartile range,code,Start Date
1,Depressive Disorder,By State,North Carolina,North Carolina,11,July 9 - July 14,26.4,21.3,32.1,21.3 - 32.1,24.1-27.2,NC,9-Jul
1,Anxiety Disorder,By State,North Carolina,North Carolina,11,July 9 - July 14,34,29.2,39.1,29.2 - 39.1,31.1-34.2,NC,9-Jul
1,Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,11,July 9 - July 14,38.3,33.2,43.7,33.2 - 43.7,34.8-38.3,NC,9-Jul
1,Depressive Disorder,By State,North Carolina,North Carolina,12,July 16 - July 21,30.5,26.2,35.1,26.2 - 35.1,29.4-32.2,NC,16-Jul
1,Anxiety Disorder,By State,North Carolina,North Carolina,12,July 16 - July 21,33.1,28.9,37.5,28.9 - 37.5,32.3-35.5,NC,16-Jul
1,Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,12,July 16 - July 21,39.5,35,44.1,35.0 - 44.1,37.2-40.5,NC,16-Jul
2,Depressive Disorder,By State,North Carolina,North Carolina,13,Aug 19 - Aug 31,20.5,17.1,24.3,17.1 - 24.3,15.2-20.9,NC,19-Aug
2,Anxiety Disorder,By State,North Carolina,North Carolina,13,Aug 19 - Aug 31,28.4,24.9,32,24.9 - 32.0,20.9-28.4,NC,19-Aug
2,Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,13,Aug 19 - Aug 31,32.3,28.6,36.3,28.6 - 36.3,24.2-33.2,NC,19-Aug
2,Depressive Disorder,By State,North Carolina,North Carolina,14,Sep 2 - Sep 14,20.9,17.8,24.3,17.8 - 24.3,17.4-21.7,NC,2-Sep
2,Anxiety Disorder,By State,North Carolina,North Carolina,14,Sep 2 - Sep 14,27.4,24.2,30.7,24.2 - 30.7,22.2-29.0,NC,2-Sep
2,Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,14,Sep 2 - Sep 14,32.2,28.8,35.7,28.8 - 35.7,26.3-33.1,NC,2-Sep
2,Depressive Disorder,By State,North Carolina,North Carolina,15,Sep 16 - Sep 28,21.5,17.9,25.5,17.9 - 25.5,17.0-21.5,NC,16-Sep
2,Anxiety Disorder,By State,North Carolina,North Carolina,15,Sep 16 - Sep 28,28.7,25.3,32.3,25.3 - 32.3,22.5-29.2,NC,16-Sep
2,Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,15,Sep 16 - Sep 28,32.6,28.8,36.7,28.8 - 36.7,27.3-33.3,NC,16-Sep
2,Depressive Disorder,By State,North Carolina,North Carolina,16,Sep 30 - Oct 12,25.7,21.3,30.5,21.3 - 30.5,24.5-26.0,NC,30-Sep
2,Anxiety Disorder,By State,North Carolina,North Carolina,16,Sep 30 - Oct 12,29.7,25.4,34.3,25.4 - 34.3,29.5-31.7,NC,30-Sep
2,Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,16,Sep 30 - Oct 12,35.8,31.5,40.2,31.5 - 40.2,34.4-36.6,NC,30-Sep
2,Depressive Disorder,By State,North Carolina,North Carolina,17,Oct 14 - Oct 26,21.4,17.8,25.4,17.8 - 25.4,19.3-22.4,NC,14-Oct
2,Anxiety Disorder,By State,North Carolina,North Carolina,17,Oct 14 - Oct 26,27,23.3,30.9,23.3 - 30.9,24.2-30.3,NC,14-Oct
2,Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,17,Oct 14 - Oct 26,32.4,28.1,36.9,28.1 - 36.9,28.7-35.4,NC,14-Oct
1,Depressive Disorder,By State,North Dakota,North Dakota,1,Apr 23 - May 5,17,13.7,20.7,13.7 - 20.7,16.5 - 20.7,ND,23-Apr
1,Anxiety Disorder,By State,North Dakota,North Dakota,1,Apr 23 - May 5,21.7,18.3,25.5,18.3 - 25.5,21.7 - 27.8,ND,23-Apr
1,Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,1,Apr 23 - May 5,27.7,23.8,31.9,23.8 - 31.9,25.6 - 33.3,ND,23-Apr
1,Depressive Disorder,By State,North Dakota,North Dakota,2,May 7 - May 12,20.2,13.9,27.9,13.9 - 27.9,16.7 - 20.6,ND,7-May
1,Anxiety Disorder,By State,North Dakota,North Dakota,2,May 7 - May 12,25.4,18.8,33,18.8 - 33.0,20.3 - 26.2,ND,7-May
1,Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2,May 7 - May 12,28.6,21.3,36.8,21.3 - 36.8,26.1 - 30.5,ND,7-May
1,Depressive Disorder,By State,North Dakota,North Dakota,3,May 14 - May 19,22.5,16.9,29,16.9 - 29.0,20.8-23.2,ND,14-May
1,Anxiety Disorder,By State,North Dakota,North Dakota,3,May 14 - May 19,26.2,19.7,33.5,19.7 - 33.5,25.3-27.4,ND,14-May
1,Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,3,May 14 - May 19,31.9,24.9,39.4,24.9 - 39.4,29.8-32.5,ND,14-May
1,Depressive Disorder,By State,North Dakota,North Dakota,4,May 21 - May 26,19.8,14.8,25.7,14.8 - 25.7,17.2-20.9,ND,21-May
1,Anxiety Disorder,By State,North Dakota,North Dakota,4,May 21 - May 26,22.1,17,27.8,17.0 - 27.8,19.6-24.7,ND,21-May
1,Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,4,May 21 - May 26,28.1,22.6,34.2,22.6 - 34.2,24.8-29.5,ND,21-May
1,Depressive Disorder,By State,North Dakota,North Dakota,5,May 28 - June 2,19.3,14.3,25.2,14.3 - 25.2,17.0-21.4,ND,28-May
1,Anxiety Disorder,By State,North Dakota,North Dakota,5,May 28 - June 2,18.4,15,22.2,15.0 - 22.2,18.4-26.7,ND,28-May
1,Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,5,May 28 - June 2,26,20.7,31.9,20.7 - 31.9,26.0-31.6,ND,28-May
1,Depressive Disorder,By State,North Dakota,North Dakota,6,June 4 - June 9,14.7,10.8,19.2,10.8 - 19.2,14.7-21.2,ND,4-Jun
1,Anxiety Disorder,By State,North Dakota,North Dakota,6,June 4 - June 9,20.2,15.8,25.2,15.8 - 25.2,20.2-26.4,ND,4-Jun
1,Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,6,June 4 - June 9,23,18.3,28.2,18.3 - 28.2,23.0-31.0,ND,4-Jun
1,Depressive Disorder,By State,North Dakota,North Dakota,7,June 11 - June 16,23.4,18,29.5,18.0 - 29.5,21.8-23.9,ND,11-Jun
1,Anxiety Disorder,By State,North Dakota,North Dakota,7,June 11 - June 16,30.3,23.5,37.9,23.5 - 37.9,27.4-30.5,ND,11-Jun
1,Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,7,June 11 - June 16,33.6,26.9,40.9,26.9 - 40.9,32.3-34.9,ND,11-Jun
1,Depressive Disorder,By State,North Dakota,North Dakota,8,June 18 - June 23,25.1,20.1,30.8,20.1 - 30.8,25.1-28.7,ND,18-Jun
1,Anxiety Disorder,By State,North Dakota,North Dakota,8,June 18 - June 23,28.7,23.3,34.6,23.3 - 34.6,27.8-30.8,ND,18-Jun
1,Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,8,June 18 - June 23,33,27.2,39.2,27.2 - 39.2,31.8-34.4,ND,18-Jun
1,Depressive Disorder,By State,North Dakota,North Dakota,9,June 25 - June 30,25,19.5,31.2,19.5 - 31.2,23.9-26.0,ND,25-Jun
1,Anxiety Disorder,By State,North Dakota,North Dakota,9,June 25 - June 30,29.4,23,36.4,23.0 - 36.4,25.1-29.4,ND,25-Jun
1,Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,9,June 25 - June 30,34,27.9,40.5,27.9 - 40.5,29.2-34.0,ND,25-Jun
1,Depressive Disorder,By State,North Dakota,North Dakota,10,July 2 - July 7,23,17.3,29.6,17.3 - 29.6,17.5-23.8,ND,2-Jul
1,Anxiety Disorder,By State,North Dakota,North Dakota,10,July 2 - July 7,29.1,23.7,35.1,23.7 - 35.1,25.7-31.3,ND,2-Jul
1,Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,10,July 2 - July 7,32.6,26.7,39,26.7 - 39.0,30.9-34.8,ND,2-Jul
1,Depressive Disorder,By State,North Dakota,North Dakota,11,July 9 - July 14,25.2,19.8,31.1,19.8 - 31.1,24.1-27.2,ND,9-Jul
1,Anxiety Disorder,By State,North Dakota,North Dakota,11,July 9 - July 14,30.5,24.6,36.9,24.6 - 36.9,23.8-31.0,ND,9-Jul
1,Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,11,July 9 - July 14,33.3,27.5,39.5,27.5 - 39.5,28.0-34.7,ND,9-Jul
1,Depressive Disorder,By State,North Dakota,North Dakota,12,July 16 - July 21,26.8,19.4,35.2,19.4 - 35.2,26.0-29.3,ND,16-Jul
1,Anxiety Disorder,By State,North Dakota,North Dakota,12,July 16 - July 21,30.3,22.3,39.3,22.3 - 39.3,27.5-32.2,ND,16-Jul
1,Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,12,July 16 - July 21,33.8,26.4,41.8,26.4 - 41.8,31.8-37.1,ND,16-Jul
2,Depressive Disorder,By State,North Dakota,North Dakota,13,Aug 19 - Aug 31,17.8,13.2,23.2,13.2 - 23.2,15.2-20.9,ND,19-Aug
2,Anxiety Disorder,By State,North Dakota,North Dakota,13,Aug 19 - Aug 31,26.4,22.3,30.8,22.3 - 30.8,20.9-28.4,ND,19-Aug
2,Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,13,Aug 19 - Aug 31,29.6,25.3,34.3,25.3 - 34.3,24.2-33.2,ND,19-Aug
2,Depressive Disorder,By State,North Dakota,North Dakota,14,Sep 2 - Sep 14,17.4,13.4,22.1,13.4 - 22.1,17.4-21.7,ND,2-Sep
2,Anxiety Disorder,By State,North Dakota,North Dakota,14,Sep 2 - Sep 14,22.2,18.9,25.8,18.9 - 25.8,22.2-29.0,ND,2-Sep
2,Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,14,Sep 2 - Sep 14,26.3,22.4,30.6,22.4 - 30.6,26.3-33.1,ND,2-Sep
2,Depressive Disorder,By State,North Dakota,North Dakota,15,Sep 16 - Sep 28,19,14.4,24.2,14.4 - 24.2,17.0-21.5,ND,16-Sep
2,Anxiety Disorder,By State,North Dakota,North Dakota,15,Sep 16 - Sep 28,23.2,19.5,27.2,19.5 - 27.2,22.5-29.2,ND,16-Sep
2,Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,15,Sep 16 - Sep 28,27.7,23.1,32.7,23.1 - 32.7,27.3-33.3,ND,16-Sep
2,Depressive Disorder,By State,North Dakota,North Dakota,16,Sep 30 - Oct 12,16.6,13.1,20.7,13.1 - 20.7,16.6-22.4,ND,30-Sep
2,Anxiety Disorder,By State,North Dakota,North Dakota,16,Sep 30 - Oct 12,24.7,20.5,29.3,20.5 - 29.3,24.7-29.4,ND,30-Sep
2,Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,16,Sep 30 - Oct 12,27.8,23.5,32.5,23.5 - 32.5,27.8-34.3,ND,30-Sep
2,Depressive Disorder,By State,North Dakota,North Dakota,17,Oct 14 - Oct 26,20.2,16.5,24.3,16.5 - 24.3,19.3-22.4,ND,14-Oct
2,Anxiety Disorder,By State,North Dakota,North Dakota,17,Oct 14 - Oct 26,28,23.4,33,23.4 - 33.0,24.2-30.3,ND,14-Oct
2,Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,17,Oct 14 - Oct 26,30.9,26.5,35.5,26.5 - 35.5,28.7-35.4,ND,14-Oct
1,Depressive Disorder,By State,Ohio,Ohio,1,Apr 23 - May 5,21.2,18.2,24.5,18.2 - 24.5,20.8 - 22.1,OH,23-Apr
1,Anxiety Disorder,By State,Ohio,Ohio,1,Apr 23 - May 5,31.1,27.4,35.1,27.4 - 35.1,30.4 - 31.6,OH,23-Apr
1,Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,1,Apr 23 - May 5,35.1,31.7,38.7,31.7 - 38.7,34.8 - 36.7,OH,23-Apr
1,Depressive Disorder,By State,Ohio,Ohio,2,May 7 - May 12,26.4,21.3,32.1,21.3 - 32.1,25.7 - 35.5,OH,7-May
1,Anxiety Disorder,By State,Ohio,Ohio,2,May 7 - May 12,26.4,21.6,31.6,21.6 - 31.6,26.3 - 28.7,OH,7-May
1,Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2,May 7 - May 12,32.8,27.5,38.6,27.5 - 38.6,30.6 - 33.4,OH,7-May
1,Depressive Disorder,By State,Ohio,Ohio,3,May 14 - May 19,27,21.8,32.7,21.8 - 32.7,25.7-36.4,OH,14-May
1,Anxiety Disorder,By State,Ohio,Ohio,3,May 14 - May 19,26.2,22.5,30.2,22.5 - 30.2,25.3-27.4,OH,14-May
1,Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,3,May 14 - May 19,33.9,28.5,39.5,28.5 - 39.5,32.6-34.9,OH,14-May
1,Depressive Disorder,By State,Ohio,Ohio,4,May 21 - May 26,27.4,23.5,31.6,23.5 - 31.6,25.9-31.1,OH,21-May
1,Anxiety Disorder,By State,Ohio,Ohio,4,May 21 - May 26,29.8,25.3,34.6,25.3 - 34.6,28.7-30.6,OH,21-May
1,Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,4,May 21 - May 26,34.6,30.9,38.5,30.9 - 38.5,33.2-35.5,OH,21-May
1,Depressive Disorder,By State,Ohio,Ohio,5,May 28 - June 2,28.1,23.4,33.2,23.4 - 33.2,26.9-31.8,OH,28-May
1,Anxiety Disorder,By State,Ohio,Ohio,5,May 28 - June 2,29.6,25.4,34.1,25.4 - 34.1,26.8-29.6,OH,28-May
1,Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,5,May 28 - June 2,37,32.7,41.5,32.7 - 41.5,37.0-40.0,OH,28-May
1,Depressive Disorder,By State,Ohio,Ohio,6,June 4 - June 9,26.4,21.7,31.5,21.7 - 31.5,25.1-27.2,OH,4-Jun
1,Anxiety Disorder,By State,Ohio,Ohio,6,June 4 - June 9,30.6,25.9,35.5,25.9 - 35.5,29.9-32.7,OH,4-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,6,June 4 - June 9,36.9,32,42,32.0 - 42.0,34.8-37.6,OH,4-Jun
1,Depressive Disorder,By State,Ohio,Ohio,7,June 11 - June 16,26.8,21.3,32.7,21.3 - 32.7,26.8-34.5,OH,11-Jun
1,Anxiety Disorder,By State,Ohio,Ohio,7,June 11 - June 16,31.5,25.7,37.7,25.7 - 37.7,30.6-33.3,OH,11-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,7,June 11 - June 16,35.6,29.9,41.5,29.9 - 41.5,35.0-37.9,OH,11-Jun
1,Depressive Disorder,By State,Ohio,Ohio,8,June 18 - June 23,21.5,17.8,25.5,17.8 - 25.5,15.7-22.4,OH,18-Jun
1,Anxiety Disorder,By State,Ohio,Ohio,8,June 18 - June 23,27.7,24.3,31.2,24.3 - 31.2,21.3-27.7,OH,18-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,8,June 18 - June 23,31.6,28.2,35.1,28.2 - 35.1,24.6-31.7,OH,18-Jun
1,Depressive Disorder,By State,Ohio,Ohio,9,June 25 - June 30,23.3,19.6,27.4,19.6 - 27.4,19.0-23.8,OH,25-Jun
1,Anxiety Disorder,By State,Ohio,Ohio,9,June 25 - June 30,28.8,25.2,32.6,25.2 - 32.6,25.1-29.4,OH,25-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,9,June 25 - June 30,34.6,30.3,39.2,30.3 - 39.2,34.1-35.9,OH,25-Jun
1,Depressive Disorder,By State,Ohio,Ohio,10,July 2 - July 7,25.6,21.1,30.5,21.1 - 30.5,23.9-26.7,OH,2-Jul
1,Anxiety Disorder,By State,Ohio,Ohio,10,July 2 - July 7,31.9,27.1,37.1,27.1 - 37.1,31.4-32.9,OH,2-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,10,July 2 - July 7,34.9,29.9,40.1,29.9 - 40.1,34.9-38.0,OH,2-Jul
1,Depressive Disorder,By State,Ohio,Ohio,11,July 9 - July 14,21.2,17.8,25,17.8 - 25.0,17.7-24.0,OH,9-Jul
1,Anxiety Disorder,By State,Ohio,Ohio,11,July 9 - July 14,31.7,27.7,35.9,27.7 - 35.9,31.1-34.2,OH,9-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,11,July 9 - July 14,34.8,30.4,39.4,30.4 - 39.4,34.8-38.3,OH,9-Jul
1,Depressive Disorder,By State,Ohio,Ohio,12,July 16 - July 21,24.9,21,29,21.0 - 29.0,20.5-25.9,OH,16-Jul
1,Anxiety Disorder,By State,Ohio,Ohio,12,July 16 - July 21,32.8,27.9,38.1,27.9 - 38.1,32.3-35.5,OH,16-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,12,July 16 - July 21,37.1,31.7,42.8,31.7 - 42.8,31.8-37.1,OH,16-Jul
2,Depressive Disorder,By State,Ohio,Ohio,13,Aug 19 - Aug 31,24.9,22.2,27.9,22.2 - 27.9,23.9-25.7,OH,19-Aug
2,Anxiety Disorder,By State,Ohio,Ohio,13,Aug 19 - Aug 31,31.7,28.7,34.8,28.7 - 34.8,30.7-33.3,OH,19-Aug
2,Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,13,Aug 19 - Aug 31,37.3,34.3,40.4,34.3 - 40.4,35.7-38.2,OH,19-Aug
2,Depressive Disorder,By State,Ohio,Ohio,14,Sep 2 - Sep 14,25.4,21.6,29.6,21.6 - 29.6,23.3-26.5,OH,2-Sep
2,Anxiety Disorder,By State,Ohio,Ohio,14,Sep 2 - Sep 14,32.1,28.7,35.7,28.7 - 35.7,31.2-33.4,OH,2-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,14,Sep 2 - Sep 14,36.4,32.8,40.2,32.8 - 40.2,35.4-38.1,OH,2-Sep
2,Depressive Disorder,By State,Ohio,Ohio,15,Sep 16 - Sep 28,24.7,20.4,29.3,20.4 - 29.3,24.1-26.8,OH,16-Sep
2,Anxiety Disorder,By State,Ohio,Ohio,15,Sep 16 - Sep 28,32.3,28,36.8,28.0 - 36.8,31.6-33.9,OH,16-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,15,Sep 16 - Sep 28,36.5,32,41.1,32.0 - 41.1,36.3-38.4,OH,16-Sep
2,Depressive Disorder,By State,Ohio,Ohio,16,Sep 30 - Oct 12,25.5,22.4,28.8,22.4 - 28.8,24.5-26.0,OH,30-Sep
2,Anxiety Disorder,By State,Ohio,Ohio,16,Sep 30 - Oct 12,33.6,29.3,38.1,29.3 - 38.1,31.8-33.9,OH,30-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,16,Sep 30 - Oct 12,38.5,34.4,42.8,34.4 - 42.8,36.7-38.8,OH,30-Sep
2,Depressive Disorder,By State,Ohio,Ohio,17,Oct 14 - Oct 26,25,21.1,29.3,21.1 - 29.3,22.5-25.2,OH,14-Oct
2,Anxiety Disorder,By State,Ohio,Ohio,17,Oct 14 - Oct 26,31.7,27.6,35.9,27.6 - 35.9,30.4-32.5,OH,14-Oct
2,Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,17,Oct 14 - Oct 26,37.2,32.8,41.8,32.8 - 41.8,37.2-39.6,OH,14-Oct
1,Depressive Disorder,By State,Oklahoma,Oklahoma,1,Apr 23 - May 5,20.8,16.4,25.7,16.4 - 25.7,20.8 - 22.1,OK,23-Apr
1,Anxiety Disorder,By State,Oklahoma,Oklahoma,1,Apr 23 - May 5,28.6,24.9,32.4,24.9 - 32.4,27.9 - 30.3,OK,23-Apr
1,Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,1,Apr 23 - May 5,34.1,29.6,38.8,29.6 - 38.8,33.4 - 34.7,OK,23-Apr
1,Depressive Disorder,By State,Oklahoma,Oklahoma,2,May 7 - May 12,20.7,15.4,26.9,15.4 - 26.9,20.7 - 23.0,OK,7-May
1,Anxiety Disorder,By State,Oklahoma,Oklahoma,2,May 7 - May 12,27.2,20.7,34.6,20.7 - 34.6,26.3 - 28.7,OK,7-May
1,Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2,May 7 - May 12,31,24.1,38.5,24.1 - 38.5,30.6 - 33.4,OK,7-May
1,Depressive Disorder,By State,Oklahoma,Oklahoma,3,May 14 - May 19,25.7,20.2,31.7,20.2 - 31.7,25.7-36.4,OK,14-May
1,Anxiety Disorder,By State,Oklahoma,Oklahoma,3,May 14 - May 19,25.2,19.8,31.3,19.8 - 31.3,19.0-25.2,OK,14-May
1,Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,3,May 14 - May 19,29.8,24.2,35.9,24.2 - 35.9,29.8-32.5,OK,14-May
1,Depressive Disorder,By State,Oklahoma,Oklahoma,4,May 21 - May 26,27.5,24.3,30.9,24.3 - 30.9,25.9-31.1,OK,21-May
1,Anxiety Disorder,By State,Oklahoma,Oklahoma,4,May 21 - May 26,27.3,23.2,31.6,23.2 - 31.6,24.8-28.6,OK,21-May
1,Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,4,May 21 - May 26,32.8,28.9,36.9,28.9 - 36.9,29.6-33.1,OK,21-May
1,Depressive Disorder,By State,Oklahoma,Oklahoma,5,May 28 - June 2,31.8,27.8,36,27.8 - 36.0,26.9-31.8,OK,28-May
1,Anxiety Disorder,By State,Oklahoma,Oklahoma,5,May 28 - June 2,31.7,28.1,35.6,28.1 - 35.6,29.7-31.7,OK,28-May
1,Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,5,May 28 - June 2,38.6,34.5,42.9,34.5 - 42.9,37.0-40.0,OK,28-May
1,Depressive Disorder,By State,Oklahoma,Oklahoma,6,June 4 - June 9,24.7,20.3,29.5,20.3 - 29.5,21.3-25.0,OK,4-Jun
1,Anxiety Disorder,By State,Oklahoma,Oklahoma,6,June 4 - June 9,28.9,24.3,33.8,24.3 - 33.8,26.5-29.8,OK,4-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,6,June 4 - June 9,33.7,28.8,38.9,28.8 - 38.9,31.1-34.7,OK,4-Jun
1,Depressive Disorder,By State,Oklahoma,Oklahoma,7,June 11 - June 16,22.5,18.4,27.1,18.4 - 27.1,21.8-23.9,OK,11-Jun
1,Anxiety Disorder,By State,Oklahoma,Oklahoma,7,June 11 - June 16,30.9,26.8,35.2,26.8 - 35.2,30.6-33.3,OK,11-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,7,June 11 - June 16,34.9,30.7,39.2,30.7 - 39.2,32.3-34.9,OK,11-Jun
1,Depressive Disorder,By State,Oklahoma,Oklahoma,8,June 18 - June 23,33.2,27.2,39.5,27.2 - 39.5,28.8-35.6,OK,18-Jun
1,Anxiety Disorder,By State,Oklahoma,Oklahoma,8,June 18 - June 23,39,33.8,44.3,33.8 - 44.3,33.4-41.3,OK,18-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,8,June 18 - June 23,44.5,39.2,49.8,39.2 - 49.8,38.4-46.8,OK,18-Jun
1,Depressive Disorder,By State,Oklahoma,Oklahoma,9,June 25 - June 30,32.8,27.9,38.1,27.9 - 38.1,29.0-34.5,OK,25-Jun
1,Anxiety Disorder,By State,Oklahoma,Oklahoma,9,June 25 - June 30,36.5,31.4,41.9,31.4 - 41.9,34.8-40.5,OK,25-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,9,June 25 - June 30,43,37.7,48.3,37.7 - 48.3,39.5-45.1,OK,25-Jun
1,Depressive Disorder,By State,Oklahoma,Oklahoma,10,July 2 - July 7,29.4,25.7,33.4,25.7 - 33.4,29.4-34.6,OK,2-Jul
1,Anxiety Disorder,By State,Oklahoma,Oklahoma,10,July 2 - July 7,39.4,34.8,44.2,34.8 - 44.2,35.4-40.6,OK,2-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,10,July 2 - July 7,42.9,38.1,47.7,38.1 - 47.7,40.7-44.8,OK,2-Jul
1,Depressive Disorder,By State,Oklahoma,Oklahoma,11,July 9 - July 14,30.8,26.9,35,26.9 - 35.0,30.8-36.1,OK,9-Jul
1,Anxiety Disorder,By State,Oklahoma,Oklahoma,11,July 9 - July 14,40.1,35.8,44.4,35.8 - 44.4,37.9-42.8,OK,9-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,11,July 9 - July 14,44.7,40.6,48.8,40.6 - 48.8,42.1-46.5,OK,9-Jul
1,Depressive Disorder,By State,Oklahoma,Oklahoma,12,July 16 - July 21,33.5,28.3,39,28.3 - 39.0,32.3-38.6,OK,16-Jul
1,Anxiety Disorder,By State,Oklahoma,Oklahoma,12,July 16 - July 21,39.6,34.4,44.9,34.4 - 44.9,38.5-45.4,OK,16-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,12,July 16 - July 21,44.1,39.2,49,39.2 - 49.0,43.6-50.2,OK,16-Jul
2,Depressive Disorder,By State,Oklahoma,Oklahoma,13,Aug 19 - Aug 31,25.9,22.8,29.3,22.8 - 29.3,25.8-28.3,OK,19-Aug
2,Anxiety Disorder,By State,Oklahoma,Oklahoma,13,Aug 19 - Aug 31,34,30.4,37.6,30.4 - 37.6,33.4-37.1,OK,19-Aug
2,Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,13,Aug 19 - Aug 31,38.6,34.9,42.4,34.9 - 42.4,38.3-40.4,OK,19-Aug
2,Depressive Disorder,By State,Oklahoma,Oklahoma,14,Sep 2 - Sep 14,26.5,23.4,29.9,23.4 - 29.9,23.3-26.5,OK,2-Sep
2,Anxiety Disorder,By State,Oklahoma,Oklahoma,14,Sep 2 - Sep 14,34.5,31.4,37.6,31.4 - 37.6,33.5-36.9,OK,2-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,14,Sep 2 - Sep 14,38.4,35.2,41.7,35.2 - 41.7,38.2-41.7,OK,2-Sep
2,Depressive Disorder,By State,Oklahoma,Oklahoma,15,Sep 16 - Sep 28,23.1,19.7,26.9,19.7 - 26.9,21.6-24.0,OK,16-Sep
2,Anxiety Disorder,By State,Oklahoma,Oklahoma,15,Sep 16 - Sep 28,29.2,25.5,33.1,25.5 - 33.1,22.5-29.2,OK,16-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,15,Sep 16 - Sep 28,34.5,30.6,38.5,30.6 - 38.5,33.4-36.2,OK,16-Sep
2,Depressive Disorder,By State,Oklahoma,Oklahoma,16,Sep 30 - Oct 12,27.2,24,30.7,24.0 - 30.7,26.1-31.5,OK,30-Sep
2,Anxiety Disorder,By State,Oklahoma,Oklahoma,16,Sep 30 - Oct 12,33.9,30.3,37.5,30.3 - 37.5,31.8-33.9,OK,30-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,16,Sep 30 - Oct 12,38.1,34.5,41.8,34.5 - 41.8,36.7-38.8,OK,30-Sep
2,Depressive Disorder,By State,Oklahoma,Oklahoma,17,Oct 14 - Oct 26,25.9,22,30.1,22.0 - 30.1,25.3-27.3,OK,14-Oct
2,Anxiety Disorder,By State,Oklahoma,Oklahoma,17,Oct 14 - Oct 26,34.8,30.9,38.8,30.9 - 38.8,32.6-34.8,OK,14-Oct
